new_index,original_index,Contract Area,Number Of Trees,Scientific Name,Common Name,Height In Metres,Spread In Metres,Diameter In Centimetres At Breast Height,Maturity,Longitude,Latitude,Location,image_path
1100,1763,Parks,1,Acer platanoides,Maple - Norway,12,7,43,Mature,-0.131965,51.532303,"(51.532303, -0.131965)",/content/drive/MyDrive/data/sample_image/1133.png
1101,1833,Parks,1,Acer platanoides,Maple - Norway,14,9,52,Mature,-0.134695,51.551806,"(51.551806, -0.134695)",/content/drive/MyDrive/data/sample_image/1134.png
1102,1873,Parks,1,Acer platanoides,Maple - Norway,12,7,39,Mature,-0.12953,51.532269,"(51.532269, -0.12953)",/content/drive/MyDrive/data/sample_image/1135.png
1103,1880,Highways,1,Acer platanoides,Maple - Norway,13,10,43,Mature,-0.172827,51.555874,"(51.555874, -0.172827)",/content/drive/MyDrive/data/sample_image/1136.png
1104,1881,Housing,1,Acer platanoides,Maple - Norway,13,14,59,Mature,-0.14304,51.528207,"(51.528207, -0.14304)",/content/drive/MyDrive/data/sample_image/1137.png
1105,2683,Housing,1,Acer platanoides,Maple - Norway,6,4,13,Semi-mature,-0.189653,51.537106,"(51.537106, -0.189653)",/content/drive/MyDrive/data/sample_image/1138.png
1106,2692,Highways,1,Acer platanoides,Maple - Norway,5,3,11,Young,-0.193122,51.547927,"(51.547927, -0.193122)",/content/drive/MyDrive/data/sample_image/1139.png
1107,2731,Highways,1,Acer platanoides,Maple - Norway,9,4,16,Semi-mature,-0.17806,51.55478,"(51.55478, -0.17806)",/content/drive/MyDrive/data/sample_image/1140.png
1108,2780,Highways,1,Acer platanoides,Maple - Norway,12,9,33,Semi-mature,-0.169825,51.543622,"(51.543622, -0.169825)",/content/drive/MyDrive/data/sample_image/1141.png
1109,2793,Housing,1,Acer platanoides,Maple - Norway,15,12,52,Mature,-0.130634,51.530562,"(51.530562, -0.130634)",/content/drive/MyDrive/data/sample_image/1144.png
1110,2844,Parks,1,Acer platanoides,Maple - Norway,15,13,58,Mature,-0.143822,51.567033,"(51.567033, -0.143822)",/content/drive/MyDrive/data/sample_image/1145.png
1111,2855,Housing,1,Acer platanoides,Maple - Norway,15,11,51,Mature,-0.175872,51.542905,"(51.542905, -0.175872)",/content/drive/MyDrive/data/sample_image/1146.png
1112,2886,Highways,1,Acer platanoides,Maple - Norway,9,7,29,Semi-mature,-0.198765,51.550755,"(51.550755, -0.198765)",/content/drive/MyDrive/data/sample_image/1147.png
1113,2913,Housing,1,Acer platanoides,Maple - Norway,16,13,55,Mature,-0.176187,51.542392,"(51.542392, -0.176187)",/content/drive/MyDrive/data/sample_image/1148.png
1114,2933,Highways,1,Acer platanoides,Maple - Norway,14,8,44,Mature,-0.18099,51.542207,"(51.542207, -0.18099)",/content/drive/MyDrive/data/sample_image/1150.png
1115,3045,Highways,1,Acer platanoides,Maple - Norway,18,10,65,Mature,-0.13228,51.533299,"(51.533299, -0.13228)",/content/drive/MyDrive/data/sample_image/1151.png
1116,3185,Highways,1,Acer platanoides,Maple - Norway,7,5,29,Semi-mature,-0.194098,51.545858,"(51.545858, -0.194098)",/content/drive/MyDrive/data/sample_image/1152.png
1117,3212,Highways,1,Acer platanoides,Maple - Norway,7,4,35,Semi-mature,-0.197345,51.550085,"(51.550085, -0.197345)",/content/drive/MyDrive/data/sample_image/1153.png
1118,3404,Parks,1,Acer platanoides,Maple - Norway,12,9,38,Semi-mature,-0.129192,51.532487,"(51.532487, -0.129192)",/content/drive/MyDrive/data/sample_image/1154.png
1119,3500,Highways,1,Acer platanoides,Maple - Norway,12,7,47,Mature,-0.177588,51.544202,"(51.544202, -0.177588)",/content/drive/MyDrive/data/sample_image/1156.png
1120,3515,Housing,1,Acer platanoides,Maple - Norway,11,8,48,Semi-mature,-0.185603,51.538396,"(51.538396, -0.185603)",/content/drive/MyDrive/data/sample_image/1157.png
1121,3541,Highways,1,Acer platanoides,Maple - Norway,10,9,52,Mature,-0.141103,51.535175,"(51.535175, -0.141103)",/content/drive/MyDrive/data/sample_image/1158.png
1122,3564,Housing,1,Acer platanoides,Maple - Norway,12,6,31,Semi-mature,-0.19226,51.539651,"(51.539651, -0.19226)",/content/drive/MyDrive/data/sample_image/1159.png
1123,3698,Parks,1,Acer platanoides,Maple - Norway,11,6,44,Semi-mature,-0.168094,51.552889,"(51.552889, -0.168094)",/content/drive/MyDrive/data/sample_image/1160.png
1124,3840,Housing,1,Acer platanoides,Maple - Norway,15,8,47,Mature,-0.129721,51.541522,"(51.541522, -0.129721)",/content/drive/MyDrive/data/sample_image/1161.png
1125,3853,Housing,1,Acer platanoides,Maple - Norway,17,11,47,Mature,-0.151185,51.545818,"(51.545818, -0.151185)",/content/drive/MyDrive/data/sample_image/1163.png
1126,3911,Parks,1,Acer platanoides,Maple - Norway,15,11,45,Mature,-0.125621,51.522468,"(51.522468, -0.125621)",/content/drive/MyDrive/data/sample_image/1164.png
1127,3969,Highways,1,Acer platanoides,Maple - Norway,14,11,68,Semi-mature,-0.142412,51.534858,"(51.534858, -0.142412)",/content/drive/MyDrive/data/sample_image/1167.png
1128,4023,Highways,1,Acer platanoides,Maple - Norway,16,14,53,Mature,-0.135233,51.536861,"(51.536861, -0.135233)",/content/drive/MyDrive/data/sample_image/1168.png
1129,4068,Highways,1,Acer platanoides,Maple - Norway,6,3,12,Young,-0.173962,51.559837,"(51.559837, -0.173962)",/content/drive/MyDrive/data/sample_image/1169.png
1130,4117,Housing,1,Acer platanoides,Maple - Norway,17,10,43,Mature,-0.120304,51.527816,"(51.527816, -0.120304)",/content/drive/MyDrive/data/sample_image/1170.png
1131,4185,Highways,1,Acer platanoides,Maple - Norway,19.5,7,42,Mature,-0.146044,51.537024,"(51.537024, -0.146044)",/content/drive/MyDrive/data/sample_image/1171.png
1132,4335,Housing,1,Acer platanoides,Maple - Norway,12,9,40,Semi-mature,-0.153386,51.546701,"(51.546701, -0.153386)",/content/drive/MyDrive/data/sample_image/1172.png
1133,4349,Highways,1,Acer platanoides,Maple - Norway,11,5,52,Mature,-0.165379,51.555832,"(51.555832, -0.165379)",/content/drive/MyDrive/data/sample_image/1173.png
1134,4432,Housing,1,Acer platanoides,Maple - Norway,11,6,33,Mature,-0.152405,51.548075,"(51.548075, -0.152405)",/content/drive/MyDrive/data/sample_image/1174.png
1135,4571,Housing,1,Acer platanoides,Maple - Norway,12,5,46,Mature,-0.152084,51.547625,"(51.547625, -0.152084)",/content/drive/MyDrive/data/sample_image/1176.png
1136,21022,Highways,1,Acer platanoides,Maple - Norway,3,2,6,Young,-0.140996,51.551726,"(51.551726, -0.140996)",/content/drive/MyDrive/data/sample_image/1177.png
1137,21080,Housing,1,Acer platanoides,Maple - Norway,14,6,34,Semi-mature,-0.130402,51.532311,"(51.532311, -0.130402)",/content/drive/MyDrive/data/sample_image/1178.png
1138,21222,Highways,1,Acer platanoides,Maple - Norway,13,5,32,Semi-mature,-0.134842,51.520707,"(51.520707, -0.134842)",/content/drive/MyDrive/data/sample_image/1179.png
1139,21290,Housing,1,Acer platanoides,Maple - Norway,19,15,37,Mature,-0.155754,51.546624,"(51.546624, -0.155754)",/content/drive/MyDrive/data/sample_image/1181.png
1140,21439,Housing,1,Acer platanoides,Maple - Norway,16,6,31,Mature,-0.188557,51.548629,"(51.548629, -0.188557)",/content/drive/MyDrive/data/sample_image/1182.png
78,7343,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,9,3,29,Semi-mature,-0.127511,51.54618,"(51.54618, -0.127511)",/content/drive/MyDrive/data/sample_image/78.png
136,4909,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,11,5,26,Semi-mature,-0.11982,51.519059,"(51.519059, -0.11982)",/content/drive/MyDrive/data/sample_image/136.png
261,10739,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,7,4,28,Semi-mature,-0.127426,51.546053,"(51.546053, -0.127426)",/content/drive/MyDrive/data/sample_image/261.png
288,4748,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,15,11,49,Mature,-0.151748,51.54713,"(51.54713, -0.151748)",/content/drive/MyDrive/data/sample_image/288.png
416,9043,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,8,7,32,Mature,-0.143525,51.54594,"(51.54594, -0.143525)",/content/drive/MyDrive/data/sample_image/416.png
441,24435,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,8,7,34,Semi-mature,-0.147432,51.548943,"(51.548943, -0.147432)",/content/drive/MyDrive/data/sample_image/441.png
453,2074,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,14,8,49,Mature,-0.135756,51.54686,"(51.54686, -0.135756)",/content/drive/MyDrive/data/sample_image/453.png
469,6179,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,18,8,55,Mature,-0.117407,51.527955,"(51.527955, -0.117407)",/content/drive/MyDrive/data/sample_image/469.png
539,6909,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,15,10,45,Mature,-0.120789,51.528108,"(51.528108, -0.120789)",/content/drive/MyDrive/data/sample_image/539.png
576,4205,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,10,6,32,Semi-mature,-0.127504,51.54593,"(51.54593, -0.127504)",/content/drive/MyDrive/data/sample_image/576.png
589,8084,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,14,9,44,Mature,-0.123926,51.527471,"(51.527471, -0.123926)",/content/drive/MyDrive/data/sample_image/589.png
661,17071,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,8,7,35,Mature,-0.147203,51.562144,"(51.562144, -0.147203)",/content/drive/MyDrive/data/sample_image/661.png
672,10858,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,8,5,22,Semi-mature,-0.146352,51.558945,"(51.558945, -0.146352)",/content/drive/MyDrive/data/sample_image/672.png
880,19816,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,8,6,35,Mature,-0.13787,51.555837,"(51.555837, -0.13787)",/content/drive/MyDrive/data/sample_image/880.png
881,11556,Housing,1,Acer platanoides 'Unknown vari',Maple - Norway,14,6,25,Semi-mature,-0.150444,51.551573,"(51.551573, -0.150444)",/content/drive/MyDrive/data/sample_image/881.png
883,8830,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,12,7,26,Semi-mature,-0.131002,51.545893,"(51.545893, -0.131002)",/content/drive/MyDrive/data/sample_image/883.png
884,19080,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,7,4,30,Semi-mature,-0.150523,51.546541,"(51.546541, -0.150523)",/content/drive/MyDrive/data/sample_image/884.png
885,2382,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,15,13,48,Mature,-0.123051,51.526365,"(51.526365, -0.123051)",/content/drive/MyDrive/data/sample_image/885.png
886,15852,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,7,6,47,Mature,-0.140773,51.552113,"(51.552113, -0.140773)",/content/drive/MyDrive/data/sample_image/886.png
1141,327,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,7,4,27,Semi-mature,-0.149699,51.546621,"(51.546621, -0.149699)",/content/drive/MyDrive/data/sample_image/1184.png
1142,587,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,10,5,44,Mature,-0.137117,51.551804,"(51.551804, -0.137117)",/content/drive/MyDrive/data/sample_image/1185.png
1143,642,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,8,4,36,Mature,-0.145447,51.545254,"(51.545254, -0.145447)",/content/drive/MyDrive/data/sample_image/1186.png
1144,666,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,10,4,23,Semi-mature,-0.1302,51.545621,"(51.545621, -0.1302)",/content/drive/MyDrive/data/sample_image/1187.png
1145,795,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,13,8,50,Mature,-0.128145,51.54418,"(51.54418, -0.128145)",/content/drive/MyDrive/data/sample_image/1188.png
1146,830,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,10,5,22,Semi-mature,-0.130168,51.5456,"(51.5456, -0.130168)",/content/drive/MyDrive/data/sample_image/1189.png
1147,846,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,9,6,25,Semi-mature,-0.11271,51.523205,"(51.523205, -0.11271)",/content/drive/MyDrive/data/sample_image/1190.png
1148,934,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,11,5,29,Semi-mature,-0.118292,51.527772,"(51.527772, -0.118292)",/content/drive/MyDrive/data/sample_image/1191.png
1149,987,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,16,10,50,Mature,-0.131327,51.545932,"(51.545932, -0.131327)",/content/drive/MyDrive/data/sample_image/1192.png
1150,1003,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,9,5,42,Semi-mature,-0.150696,51.546634,"(51.546634, -0.150696)",/content/drive/MyDrive/data/sample_image/1193.png
1151,1170,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,7,4,29,Semi-mature,-0.127381,51.546111,"(51.546111, -0.127381)",/content/drive/MyDrive/data/sample_image/1194.png
1152,1361,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,8,4,32,Semi-mature,-0.127565,51.546206,"(51.546206, -0.127565)",/content/drive/MyDrive/data/sample_image/1195.png
1153,1429,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,9,8,25,Semi-mature,-0.151567,51.547286,"(51.547286, -0.151567)",/content/drive/MyDrive/data/sample_image/1196.png
1154,1672,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,14,12,53,Mature,-0.151185,51.548374,"(51.548374, -0.151185)",/content/drive/MyDrive/data/sample_image/1197.png
1155,1705,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,16,5,39,Mature,-0.139999,51.555159,"(51.555159, -0.139999)",/content/drive/MyDrive/data/sample_image/1198.png
1156,1747,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,8,4,28,Semi-mature,-0.145576,51.56049,"(51.56049, -0.145576)",/content/drive/MyDrive/data/sample_image/1199.png
1157,1778,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,8,4,31,Semi-mature,-0.14591,51.557637,"(51.557637, -0.14591)",/content/drive/MyDrive/data/sample_image/1200.png
1158,2074,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,14,8,49,Mature,-0.135756,51.54686,"(51.54686, -0.135756)",/content/drive/MyDrive/data/sample_image/1201.png
1159,2151,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,10,8,32,Semi-mature,-0.130726,51.545999,"(51.545999, -0.130726)",/content/drive/MyDrive/data/sample_image/1203.png
1160,2344,Housing,1,Acer platanoides 'Unknown vari',Maple - Norway,16,7,35,Mature,-0.150527,51.551687,"(51.551687, -0.150527)",/content/drive/MyDrive/data/sample_image/1204.png
1161,2353,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,10,4,22,Semi-mature,-0.130925,51.5459,"(51.5459, -0.130925)",/content/drive/MyDrive/data/sample_image/1205.png
1162,2562,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,12,9,36,Mature,-0.146658,51.559204,"(51.559204, -0.146658)",/content/drive/MyDrive/data/sample_image/1206.png
1163,2887,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,9,6,33,Semi-mature,-0.134129,51.54616,"(51.54616, -0.134129)",/content/drive/MyDrive/data/sample_image/1207.png
1164,2899,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,7,3,18,Semi-mature,-0.112522,51.523333,"(51.523333, -0.112522)",/content/drive/MyDrive/data/sample_image/1208.png
1165,3151,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,7,4,32,Mature,-0.138305,51.551905,"(51.551905, -0.138305)",/content/drive/MyDrive/data/sample_image/1209.png
1166,3243,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,10,5,22,Semi-mature,-0.130133,51.545666,"(51.545666, -0.130133)",/content/drive/MyDrive/data/sample_image/1210.png
1167,3486,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,7,4,28,Semi-mature,-0.149785,51.546679,"(51.546679, -0.149785)",/content/drive/MyDrive/data/sample_image/1211.png
1168,3553,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,10,5,34,Semi-mature,-0.197642,51.550675,"(51.550675, -0.197642)",/content/drive/MyDrive/data/sample_image/1212.png
1169,3558,Housing,1,Acer platanoides 'Unknown vari',Maple - Norway,6,3,14,Young,-0.136485,51.549434,"(51.549434, -0.136485)",/content/drive/MyDrive/data/sample_image/1213.png
1170,3603,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,19,12,47,Mature,-0.123471,51.526261,"(51.526261, -0.123471)",/content/drive/MyDrive/data/sample_image/1214.png
1171,3640,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,10,4,16,Semi-mature,-0.119345,51.518246,"(51.518246, -0.119345)",/content/drive/MyDrive/data/sample_image/1215.png
1172,3655,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,15,12,59,Mature,-0.149675,51.545913,"(51.545913, -0.149675)",/content/drive/MyDrive/data/sample_image/1216.png
1173,4056,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,9,5,31,Semi-mature,-0.140348,51.541592,"(51.541592, -0.140348)",/content/drive/MyDrive/data/sample_image/1217.png
1174,4101,Housing,1,Acer platanoides 'Unknown vari',Maple - Norway,15,7,27,Semi-mature,-0.150902,51.552182,"(51.552182, -0.150902)",/content/drive/MyDrive/data/sample_image/1218.png
1175,4773,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,8,5,19,Semi-mature,-0.148797,51.559385,"(51.559385, -0.148797)",/content/drive/MyDrive/data/sample_image/1219.png
1176,4810,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,15,6,35,Mature,-0.124347,51.523297,"(51.523297, -0.124347)",/content/drive/MyDrive/data/sample_image/1220.png
1177,5103,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,10,4,20,Semi-mature,-0.130237,51.5456,"(51.5456, -0.130237)",/content/drive/MyDrive/data/sample_image/1221.png
1178,5841,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,9,8,31,Semi-mature,-0.144913,51.560846,"(51.560846, -0.144913)",/content/drive/MyDrive/data/sample_image/1222.png
1179,5926,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,7,3,27,Semi-mature,-0.127467,51.546025,"(51.546025, -0.127467)",/content/drive/MyDrive/data/sample_image/1223.png
1180,5990,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,14,9,43,Mature,-0.145379,51.548584,"(51.548584, -0.145379)",/content/drive/MyDrive/data/sample_image/1224.png
1181,6012,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,15,9,43,Mature,-0.136021,51.543349,"(51.543349, -0.136021)",/content/drive/MyDrive/data/sample_image/1225.png
1182,6101,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,11,8,40,Semi-mature,-0.130861,51.545993,"(51.545993, -0.130861)",/content/drive/MyDrive/data/sample_image/1226.png
1183,6585,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,12,6,27,Semi-mature,-0.119713,51.519281,"(51.519281, -0.119713)",/content/drive/MyDrive/data/sample_image/1227.png
1184,6707,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,11,4,20,Semi-mature,-0.130161,51.545645,"(51.545645, -0.130161)",/content/drive/MyDrive/data/sample_image/1228.png
1185,6985,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,10,4,23,Semi-mature,-0.122621,51.524158,"(51.524158, -0.122621)",/content/drive/MyDrive/data/sample_image/1229.png
1186,7078,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,11,7,31,Semi-mature,-0.137626,51.551839,"(51.551839, -0.137626)",/content/drive/MyDrive/data/sample_image/1230.png
1187,7549,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,11,4,19,Semi-mature,-0.130257,51.545737,"(51.545737, -0.130257)",/content/drive/MyDrive/data/sample_image/1231.png
1188,7946,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,12,8,32,Mature,-0.112566,51.523264,"(51.523264, -0.112566)",/content/drive/MyDrive/data/sample_image/1232.png
1189,7965,Highways,1,Acer platanoides 'Unknown vari',Maple - Norway,15,7,42,Mature,-0.131861,51.534549,"(51.534549, -0.131861)",/content/drive/MyDrive/data/sample_image/1233.png
